id,trx_header_id,prod_id,quantity,price,amnt,hrs_incart
187125,236265,1004364,1,465.7,465.7,
187126,236266,1001925,1,243.25,243.25,
187127,236267,1002044,1,787.18,787.18,
187128,236268,1004901,1,179.67,179.67,
187129,236269,1002330,1,1415.48,1415.48,
187130,236270,1004930,1,295.49,295.49,
187131,236271,1002028,1,257.38,257.38,
187132,236272,1001897,1,736.18,736.18,
187133,236273,1002180,1,383.51,383.51,
187134,236274,1002388,1,321.5,321.5,
187135,236274,1005218,1,128.45,128.45,
187136,236276,1002340,1,975.57,975.57,
187137,236277,1006774,1,66.87,66.87,
187138,236278,1006721,1,189.91,189.91,
187139,236279,1002263,1,103.08,103.08,
187140,236279,1001867,1,92.64,92.64,
187141,236281,1003041,1,373.21,373.21,
187142,236282,1004261,1,270.02,270.02,
187143,236283,1002036,1,43.73,43.73,
187144,236284,1002176,1,286.86,286.86,
187145,236284,1006762,1,23.13,23.13,
187146,236286,1005218,1,128.45,128.45,
187147,236287,1002148,1,174.76,174.76,
187148,236288,1001683,1,535.38,535.38,
187149,236288,1002235,1,257.38,257.38,
187150,236290,1002527,1,51.22,51.22,
187151,236291,1001602,1,515.67,515.67,
187152,236292,1006762,1,23.13,23.13,
187153,236293,1002993,1,475.89,475.89,
187154,236294,1002176,1,286.86,286.86,
187155,236294,1002151,1,241.19,241.19,
187156,236296,1004267,1,257.04,257.04,
187157,236297,1002002,1,396.15,396.15,
187158,236298,1006204,1,300.85,300.85,
187159,236299,1002340,1,975.57,975.57,
187160,236300,1001706,1,460.5,460.5,
187161,236301,1001602,1,515.67,515.67,
187162,236301,1002164,1,231.41,231.41,
187163,236303,1002028,1,257.38,257.38,
187164,236304,1004291,1,1248.34,1248.34,
187165,236305,1002105,1,254.82,254.82,
187166,236306,1005025,1,339.75,339.75,
187167,236307,1001958,1,257.15,257.15,
187168,236308,1002002,1,396.15,396.15,
187169,236309,1002148,1,174.76,174.76,
187170,236309,1002110,1,185.08,185.08,
187171,236311,1005095,1,308.65,308.65,
187172,236312,1005105,1,463.15,463.15,
187173,236313,1002340,1,975.57,975.57,
187174,236314,1006204,1,300.85,300.85,
187175,236315,1006762,1,23.13,23.13,
187176,236316,1002227,1,348.53,348.53,
187177,236317,1002149,1,174.78,174.78,
187178,236318,1005105,1,463.15,463.15,
187179,236319,1002088,1,197.55,197.55,
187180,236320,1002105,1,254.82,254.82,
187181,236320,1006594,1,33.21,33.21,
187182,236320,1002963,1,385.82,385.82,
187183,236323,1004364,1,465.7,465.7,
187184,236324,1002090,1,185.71,185.71,
187185,236325,1002179,1,388.81,388.81,
187186,236326,1001602,1,515.67,515.67,
187187,236327,1006722,1,161.98,161.98,
187188,236327,1001613,1,464.13,464.13,
187189,236327,1001746,1,463.07,463.07,
187190,236330,1001925,1,243.25,243.25,
187191,236331,1001671,1,711.59,711.59,
187192,236332,1002105,1,254.82,254.82,
187193,236333,1005927,1,169.86,169.86,
187194,236334,1002169,1,134.42,134.42,
187195,236335,1001607,1,864.63,864.63,
187196,236336,1002167,1,130.76,130.76,
187197,236337,1005105,1,463.15,463.15,
187198,236337,1002340,1,975.57,975.57,
187199,236339,1004291,1,1248.34,1248.34,
187200,236340,1003611,1,368.04,368.04,
187201,236340,1001605,1,643.23,643.23,
187202,236342,1002153,1,179.38,179.38,
187203,236342,1002167,1,130.76,130.76,
187204,236344,1001665,1,588.77,588.77,
187205,236345,1002151,1,241.19,241.19,
187206,236345,1006722,1,161.98,161.98,
187207,236345,1005223,1,299.88,299.88,
187208,236348,1005116,1,398.95,398.95,
187209,236349,1006721,1,189.91,189.91,
187210,236350,1002963,1,385.82,385.82,
187211,236351,1002104,1,253.33,253.33,
187212,236352,1002896,1,320.35,320.35,
187213,236353,1001602,2,515.67,1031.34,
187214,236355,1005095,1,308.65,308.65,
187215,236356,1002120,1,241.96,241.96,
187216,236356,1005832,1,128.68,128.68,
187217,236358,1003121,1,617.0,617.0,
187218,236359,1002170,1,174.76,174.76,
187219,236360,1005105,1,463.15,463.15,
187220,236361,1002785,1,283.12,283.12,
187221,236361,1006721,1,189.91,189.91,
187222,236361,1006722,1,161.98,161.98,
187223,236364,1003611,1,368.04,368.04,
187224,236365,1002153,1,179.38,179.38,
187225,236366,1006708,1,127.05,127.05,
187226,236367,1004930,1,295.49,295.49,
187227,236368,1002148,1,174.76,174.76,
187228,236368,1001602,1,515.67,515.67,
187229,236370,1002167,1,130.76,130.76,
187230,236371,1004551,1,51.46,51.46,
187231,236372,1003214,1,1055.34,1055.34,
187232,236373,1005095,1,308.65,308.65,
187233,236374,1001602,1,515.67,515.67,
187234,236375,1006722,1,161.98,161.98,
187235,236376,1002179,1,388.81,388.81,
187236,236377,1002227,1,348.53,348.53,
187237,236377,1002167,1,130.76,130.76,
187238,236379,1003225,1,1763.21,1763.21,
187239,236380,1004931,1,319.14,319.14,
187240,236381,1002105,1,254.82,254.82,
187241,236381,1002104,1,253.33,253.33,
187242,236383,1004755,1,23.14,23.14,
187243,236384,1001602,1,515.67,515.67,
187244,236384,1004380,1,101.93,101.93,
187245,236386,1001602,1,515.67,515.67,
187246,236387,1002104,1,253.33,253.33,
187247,236387,1002105,1,254.82,254.82,
187248,236389,1002178,1,286.35,286.35,
187249,236390,1002105,1,254.82,254.82,
187250,236391,1004906,1,100.38,100.38,
187251,236392,1006449,1,171.56,171.56,
187252,236392,1005078,1,336.95,336.95,
187253,236394,1003832,1,437.51,437.51,
187254,236394,1004814,1,143.84,143.84,
187255,236396,1002628,1,386.08,386.08,
187256,236397,1006722,1,161.98,161.98,
187257,236397,1005125,1,386.08,386.08,
187258,236399,1005835,1,229.07,229.07,
187259,236400,1001602,1,515.67,515.67,
187260,236401,1004288,1,285.77,285.77,
187261,236402,1005647,1,30.63,30.63,
187262,236403,1003121,1,617.0,617.0,
187263,236404,1001602,1,515.67,515.67,
187264,236405,1002105,1,254.82,254.82,
187265,236406,1005878,1,196.89,196.89,
187266,236407,1002176,1,286.86,286.86,
187267,236408,1003199,1,692.4,692.4,
187268,236409,1002167,1,130.76,130.76,
187269,236410,1002211,1,463.31,463.31,
187270,236411,1003590,1,374.5,374.5,
187271,236412,1002235,1,257.38,257.38,
187272,236413,1005878,1,196.89,196.89,
187273,236414,1005078,1,336.95,336.95,
187274,236415,1003119,1,193.03,193.03,
187275,236416,1005878,1,196.89,196.89,
187276,236417,1002369,1,1747.79,1747.79,
187277,236418,1004904,1,121.5,121.5,
187278,236418,1002105,1,254.82,254.82,
187279,236420,1002167,1,130.76,130.76,
187280,236421,1006449,1,171.56,171.56,
187281,236422,1002105,1,254.82,254.82,
187282,236423,1005835,1,229.07,229.07,
187283,236423,1002104,1,253.33,253.33,
187284,236425,1001990,1,308.86,308.86,
187285,236425,1003119,1,193.03,193.03,
187286,236427,1002628,1,386.08,386.08,
187287,236427,1006722,1,161.98,161.98,
187288,236429,1004814,1,143.84,143.84,
187289,236430,1002105,1,254.82,254.82,
187290,236430,1005837,1,276.33,276.33,
187291,236432,1002044,1,787.18,787.18,
187292,236433,1002213,1,167.03,167.03,
187293,236434,1005732,1,90.32,90.32,
187294,236435,1002088,1,197.55,197.55,
187295,236436,1005878,1,196.89,196.89,
187296,236437,1003832,1,437.51,437.51,
187297,236438,1001746,1,463.07,463.07,
187298,236439,1002044,1,787.18,787.18,
187299,236440,1002148,1,174.76,174.76,
187300,236441,1001990,1,308.86,308.86,
187301,236442,1001744,1,72.28,72.28,
187302,236443,1002744,1,437.57,437.57,
187303,236444,1002235,1,257.38,257.38,
187304,236445,1006449,1,171.56,171.56,
187305,236446,1002105,1,254.82,254.82,
187306,236447,1006333,1,162.17,162.17,
187307,236448,1005078,1,336.95,336.95,
187308,236449,1002151,1,241.19,241.19,
187309,236450,1002930,1,411.83,411.83,
187310,236451,1002180,1,383.51,383.51,
187311,236452,1002095,1,197.43,197.43,
187312,236452,1003090,1,1415.48,1415.48,
187313,236454,1005095,1,308.65,308.65,
187314,236455,1001706,1,460.5,460.5,
187315,236455,1002105,1,254.82,254.82,
187316,236457,1002673,1,643.49,643.49,
187317,236458,1002196,1,592.01,592.01,
187318,236459,1002180,1,383.51,383.51,
187319,236460,1001897,1,736.18,736.18,
187320,236461,1002340,1,975.57,975.57,
187321,236462,1002089,1,218.51,218.51,
187322,236463,1003251,1,439.91,439.91,
187323,236464,1006722,1,161.98,161.98,
187324,236465,1002042,1,794.59,794.59,
187325,236466,1002176,1,286.86,286.86,
187326,236467,1001909,1,735.05,735.05,
187327,236468,1005693,1,102.38,102.38,
187328,236469,1003226,1,380.94,380.94,
187329,236470,1002834,1,290.61,290.61,
187330,236471,1006721,1,189.91,189.91,
187331,236472,1001909,1,735.05,735.05,
187332,236473,1002042,1,794.59,794.59,
187333,236473,1002505,1,617.52,617.52,
187334,236475,1002227,1,348.53,348.53,
187335,236476,1004364,1,465.7,465.7,
187336,236477,1001665,1,588.77,588.77,
187337,236478,1002211,1,463.31,463.31,
187338,236479,1002044,1,787.18,787.18,
187339,236480,1005771,1,638.28,638.28,
187340,236481,1006594,1,33.21,33.21,
187341,236482,1002176,1,286.86,286.86,
187342,236483,1006722,1,161.98,161.98,
187343,236484,1002227,1,348.53,348.53,
187344,236485,1002095,1,197.43,197.43,
187345,236486,1002153,1,179.38,179.38,
187346,236487,1003221,1,498.21,498.21,
187347,236488,1002340,1,975.57,975.57,
187348,236489,1006449,1,171.56,171.56,
187349,236490,1002176,1,286.86,286.86,
187350,236491,1002446,1,384.31,384.31,
187351,236492,1002211,1,463.31,463.31,
187352,236493,1003529,1,329.22,329.22,
187353,236494,1002196,1,592.01,592.01,
187354,236495,1002340,1,975.57,975.57,
187355,236496,1002921,1,720.71,720.71,
187356,236497,1002105,1,254.82,254.82,
187357,236498,1002330,1,1415.48,1415.48,
187358,236499,1004193,1,349.79,349.79,
187359,236500,1002044,1,787.18,787.18,
187360,236501,1006721,1,189.91,189.91,
187361,236502,1002088,1,197.55,197.55,
187362,236503,1002088,1,197.55,197.55,
187363,236504,1003166,1,231.59,231.59,
187364,236505,1001909,1,735.05,735.05,
187365,236505,1002105,1,254.82,254.82,
187366,236507,1002105,1,254.82,254.82,
187367,236508,1003678,1,190.45,190.45,
187368,236509,1002340,1,975.57,975.57,
187369,236509,1002095,1,197.43,197.43,
187370,236509,1005771,1,638.28,638.28,
187371,236512,1005398,1,298.33,298.33,
187372,236513,1003118,1,257.38,257.38,
187373,236514,1002167,1,130.76,130.76,
187374,236515,1003574,1,491.31,491.31,
187375,236516,1003074,1,75.97,75.97,
187376,236517,1002921,1,720.71,720.71,
187377,236518,1002167,1,130.76,130.76,
187378,236519,1002476,1,926.38,926.38,
187379,236519,1001897,1,736.18,736.18,
187380,236521,1002116,1,133.68,133.68,
187381,236522,1002340,1,975.57,975.57,
187382,236523,1006681,1,71.3,71.3,
187383,236524,1002301,1,1207.71,1207.71,
187384,236525,1001847,1,96.53,96.53,
187385,236526,1002769,1,1172.33,1172.33,
187386,236526,1002044,1,787.18,787.18,
187387,236528,1001833,1,97.27,97.27,
187388,236529,1005303,1,435.78,435.78,
187389,236530,1002105,1,254.82,254.82,
187390,236531,1001812,1,122.64,122.64,
187391,236531,1005967,1,195.6,195.6,
187392,236533,1004527,1,85.83,85.83,
187393,236533,1005669,1,154.42,154.42,
187394,236535,1005095,1,308.65,308.65,
187395,236535,1002275,1,386.06,386.06,
187396,236537,1002340,1,975.57,975.57,
187397,236538,1002261,1,90.59,90.59,
187398,236539,1006594,1,33.21,33.21,
187399,236540,1004554,1,95.01,95.01,
187400,236541,1002105,1,254.82,254.82,
187401,236542,1002340,1,975.57,975.57,
187402,236543,1002678,1,980.46,980.46,
187403,236544,1002167,1,130.76,130.76,
187404,236545,1005771,1,638.28,638.28,
187405,236546,1002275,1,386.06,386.06,
187406,236547,1001900,1,739.81,739.81,
187407,236548,1002329,1,975.57,975.57,
187408,236549,1002167,1,130.76,130.76,
187409,236549,1002275,1,386.06,386.06,
187410,236551,1002088,1,197.55,197.55,
187411,236552,1002505,1,617.52,617.52,
187412,236553,1001744,1,72.28,72.28,
187413,236554,1002516,1,479.03,479.03,
187414,236555,1002167,1,130.76,130.76,
187415,236555,1001744,1,72.28,72.28,
187416,236557,1002275,1,386.06,386.06,
187417,236558,1001744,1,72.28,72.28,
187418,236559,1006762,1,23.13,23.13,
187419,236560,1001744,1,72.28,72.28,
187420,236561,1003574,1,491.31,491.31,
187421,236562,1002167,1,130.76,130.76,
187422,236563,1002329,1,975.57,975.57,
187423,236564,1001744,1,72.28,72.28,
187424,236565,1005771,1,638.28,638.28,
187425,236566,1007095,1,859.73,859.73,
187426,236567,1002330,1,1415.48,1415.48,
187427,236568,1002036,1,43.73,43.73,
187428,236569,1002036,1,43.73,43.73,
187429,236570,1001915,1,52.74,52.74,
187430,236571,1001952,1,42.45,42.45,
187431,236572,1001744,1,72.28,72.28,
187432,236573,1001915,1,52.74,52.74,
187433,236574,1002036,1,43.73,43.73,
187434,236575,1001976,1,59.18,59.18,
187435,236576,1001916,1,74.03,74.03,
187436,236577,1001976,1,59.18,59.18,
187437,236578,1002051,1,74.39,74.39,
187438,236579,1001976,1,59.18,59.18,
187439,236580,1001746,1,463.07,463.07,
187440,236581,1006722,1,161.98,161.98,
187441,236582,1002160,1,676.95,676.95,
187442,236583,1001746,1,463.07,463.07,
187443,236584,1004257,1,1776.07,1776.07,
187444,236585,1007266,1,123.56,123.56,
187445,236586,1007206,1,180.16,180.16,
187446,236587,1007266,1,123.56,123.56,
187447,236588,1002152,1,322.44,322.44,
187448,236589,1007034,1,257.38,257.38,
187449,236590,1002115,1,278.55,278.55,
187450,236591,1007242,1,71.82,71.82,
187451,236592,1001758,1,229.07,229.07,
187452,236593,1002834,1,290.61,290.61,
187453,236594,1007206,1,180.16,180.16,
187454,236595,1002360,1,1747.79,1747.79,
187455,236596,1002781,1,1103.08,1103.08,
187456,236597,1007213,1,617.52,617.52,
187457,236598,1002360,1,1747.79,1747.79,
187458,236599,1007018,1,253.55,253.55,
187459,236600,1007458,1,126.12,126.12,
187460,236601,1007206,1,180.16,180.16,
187461,236602,1007241,1,84.69,84.69,
187462,236603,1002340,1,975.57,975.57,
187463,236604,1007049,1,311.87,311.87,
187464,236605,1005069,1,187.88,187.88,
187465,236606,1007175,1,150.95,150.95,
187466,236607,1007158,1,1207.24,1207.24,
187467,236608,1003676,1,198.2,198.2,
187468,236609,1004432,1,257.15,257.15,
187469,236610,1004290,1,959.73,959.73,
187470,236611,1002150,1,230.89,230.89,
187471,236612,1007622,1,115.57,115.57,
187472,236613,1001901,1,805.5,805.5,
187473,236614,1002340,1,975.57,975.57,
187474,236615,1006373,1,73.5,73.5,
187475,236616,1002193,1,952.15,952.15,
187476,236617,1007710,1,138.23,138.23,
187477,236618,1007242,1,71.82,71.82,
187478,236619,1007158,1,1207.24,1207.24,
187479,236620,1002106,1,253.36,253.36,
187480,236621,1001959,1,257.15,257.15,
187481,236622,1007288,1,46.33,46.33,
187482,236623,1007241,1,84.69,84.69,
187483,236624,1007476,1,157.28,157.28,
187484,236625,1002169,1,134.42,134.42,
187485,236626,1007804,1,33.44,33.44,
187486,236627,1001830,1,135.99,135.99,
187487,236628,1007778,1,56.6,56.6,
187488,236629,1001830,1,135.99,135.99,
187489,236630,1007778,1,56.6,56.6,
187490,236631,1007835,1,49.81,49.81,
187491,236632,1007791,1,47.62,47.62,
187492,236633,1001830,1,135.99,135.99,
187493,236634,1007835,1,49.81,49.81,
187494,236635,1007907,1,10.27,10.27,
187495,236636,1002170,1,174.76,174.76,
187496,236637,1007795,1,90.07,90.07,
187497,236638,1006550,1,37.04,37.04,
187498,236638,1002268,1,614.55,614.55,
187499,236640,1002093,1,130.95,130.95,
187500,236641,1007907,1,10.27,10.27,
187501,236642,1001722,1,483.92,483.92,
187502,236643,1007835,1,49.81,49.81,
187503,236644,1007804,1,33.44,33.44,
187504,236645,1007060,1,68.01,68.01,
187505,236646,1007857,1,28.03,28.03,
187506,236647,1007804,1,33.44,33.44,
187507,236648,1007823,1,15.42,15.42,
187508,236649,1007797,1,48.88,48.88,
187509,236650,1001678,1,1067.84,1067.84,
187510,236651,1007860,1,37.81,37.81,
187511,236652,1001909,1,735.05,735.05,
187512,236653,1007857,1,28.03,28.03,
187513,236654,1007835,1,49.81,49.81,
187514,236655,1006983,1,102.71,102.71,
187515,236656,1006983,1,102.71,102.71,
187516,236657,1006983,1,102.71,102.71,
187517,236658,1008103,1,36.01,36.01,
187518,236659,1007823,1,15.42,15.42,
187519,236660,1002268,1,614.55,614.55,
187520,236661,1007860,1,37.81,37.81,
187521,236662,1002105,1,254.82,254.82,
187522,236663,1002154,1,179.39,179.39,
187523,236664,1007795,1,90.07,90.07,
187524,236665,1007791,1,47.62,47.62,
187525,236666,1003763,1,460.5,460.5,
187526,236667,1007804,1,33.44,33.44,
187527,236668,1007823,1,15.42,15.42,
187528,236669,1002168,1,130.73,130.73,
187529,236670,1007804,1,33.44,33.44,
187530,236671,1002044,1,787.18,787.18,
187531,236672,1007778,1,56.6,56.6,
187532,236673,1007804,1,33.44,33.44,
187533,236674,1007804,1,33.44,33.44,
187534,236675,1007857,1,28.03,28.03,
187535,236676,1007791,1,47.62,47.62,
187536,236677,1007710,1,138.23,138.23,
187537,236678,1002673,1,643.49,643.49,
187538,236679,1007860,1,37.81,37.81,
187539,236680,1002870,1,669.0,669.0,
187540,236681,1002673,1,643.49,643.49,
187541,236682,1007858,1,28.7,28.7,
187542,236683,1002870,1,669.0,669.0,
187543,236683,1008195,1,70.98,70.98,
187544,236685,1002870,1,669.0,669.0,
187545,236686,1007804,1,33.44,33.44,
187546,236687,1002121,1,244.25,244.25,
187547,236688,1002870,1,669.0,669.0,
187548,236688,1002115,1,278.55,278.55,
187549,236690,1007857,1,28.03,28.03,
187550,236691,1002446,1,384.31,384.31,
187551,236692,1007857,1,28.03,28.03,
187552,236693,1007060,1,68.01,68.01,
187553,236694,1007857,1,28.03,28.03,
187554,236695,1007904,1,36.01,36.01,
187555,236696,1002048,1,900.62,900.62,
187556,236697,1002156,1,231.41,231.41,
187557,236698,1001758,1,229.07,229.07,
187558,236699,1002355,1,1619.09,1619.09,
187559,236700,1003689,1,115.7,115.7,
187560,236701,1007060,1,68.01,68.01,
187561,236702,1007060,1,68.01,68.01,
187562,236703,1002294,1,234.67,234.67,
187563,236704,1002341,1,1052.79,1052.79,
187564,236705,1002330,1,1415.48,1415.48,
187565,236706,1008421,1,374.76,374.76,
187566,236707,1002325,1,154.42,154.42,
187567,236708,1003473,1,313.93,313.93,
187568,236709,1008411,1,437.33,437.33,
187569,236710,1008413,1,192.8,192.8,
187570,236711,1004074,1,164.71,164.71,
187571,236712,1002325,1,154.42,154.42,
187572,236713,1006742,1,6.67,6.67,
187573,236714,1002106,1,253.36,253.36,
187574,236715,1005298,1,90.07,90.07,
187575,236716,1002340,1,975.57,975.57,
187576,236717,1002049,1,871.14,871.14,
187577,236718,1001799,1,102.71,102.71,
187578,236719,1002167,1,130.76,130.76,
187579,236720,1002113,1,278.31,278.31,
187580,236721,1002000,1,385.85,385.85,
187581,236722,1006449,1,171.56,171.56,
187582,236723,1001758,1,229.07,229.07,
187583,236724,1001799,1,102.71,102.71,
187584,236725,1002151,1,241.19,241.19,
187585,236726,1002176,1,286.86,286.86,
187586,236727,1007288,1,46.33,46.33,
187587,236728,1001709,1,344.64,344.64,
187588,236729,1006775,1,231.64,231.64,
187589,236730,1009165,1,73.57,73.57,
187590,236731,1009066,1,47.88,47.88,
187591,236732,1002013,1,177.47,177.47,
187592,236733,1007164,1,150.95,150.95,
187593,236734,1001758,1,229.07,229.07,
187594,236735,1001905,1,1116.22,1116.22,
187595,236736,1007164,1,150.95,150.95,
187596,236737,1003683,1,506.29,506.29,
187597,236738,1004026,1,36.01,36.01,
187598,236739,1002013,1,177.47,177.47,
187599,236740,1001739,1,283.12,283.12,
187600,236741,1005101,1,241.89,241.89,
187601,236742,1002365,1,1541.87,1541.87,
187602,236743,1002064,1,159.77,159.77,
187603,236744,1002732,1,772.19,772.19,
187604,236745,1006449,1,171.56,171.56,
187605,236746,1002301,1,1207.71,1207.71,
187606,236747,1002151,1,241.19,241.19,
187607,236748,1009045,1,70.76,70.76,
187608,236749,1009020,1,46.31,46.31,
187609,236750,1001886,1,1169.25,1169.25,
187610,236751,1002325,1,154.42,154.42,
187611,236752,1002214,1,167.29,167.29,
187612,236753,1003434,1,256.89,256.89,
187613,236754,1009520,1,26.26,26.26,
187614,236755,1009410,1,104.65,104.65,
187615,236756,1002049,1,871.14,871.14,
