id,cust_id,cart_id,sales_amnt,total_discount,total_amnt,timestamp
236174,CID00163,,587.21,0.0,587.21,2023-01-08 12:03:56
236176,CID00021,,1747.79,0.0,1747.79,2023-01-08 12:16:06
236177,CID00326,,994.63,0.0,994.63,2023-01-08 12:22:11
236179,CID00102,,885.07,0.0,885.07,2023-01-08 12:46:31
236180,CID00235,,643.23,0.0,643.23,2023-01-08 12:58:41
236181,CID00020,,254.82,0.0,254.82,2023-01-08 13:10:51
236182,CID00210,,669.0,0.0,669.0,2023-01-08 13:16:56
236183,CID00148,,838.89,0.0,838.89,2023-01-08 13:23:01
236184,CID00107,,33.44,0.0,33.44,2023-01-08 13:29:06
236185,CID00021,,1212.74,0.0,1212.74,2023-01-08 13:35:11
236187,CID00088,,254.82,0.0,254.82,2023-01-08 13:41:16
236188,CID00079,,470.51,0.0,470.51,2023-01-08 13:47:21
236190,CID00046,,275.37,0.0,275.37,2023-01-08 14:05:36
236191,CID00021,,975.57,0.0,975.57,2023-01-08 14:11:41
236192,CID00297,,1044.09,0.0,1044.09,2023-01-08 14:36:01
236193,CID00233,,349.79,0.0,349.79,2023-01-08 14:48:11
236194,CID00056,,1541.61,0.0,1541.61,2023-01-08 15:00:21
236195,CID00154,,787.18,0.0,787.18,2023-01-08 15:30:46
236196,CID00068,,179.38,0.0,179.38,2023-01-08 15:36:51
236197,CID00127,,72.28,0.0,72.28,2023-01-08 15:55:06
236198,CID00021,,975.57,0.0,975.57,2023-01-08 16:19:26
236199,CID00321,,348.53,0.0,348.53,2023-01-08 16:49:51
236201,CID00255,,642.69,0.0,642.69,2023-01-08 16:55:56
236202,CID00299,,130.76,0.0,130.76,2023-01-08 17:02:01
236203,CID00231,,254.82,0.0,254.82,2023-01-08 17:20:16
236204,CID00202,,154.42,0.0,154.42,2023-01-08 17:38:31
236205,CID00056,,975.57,0.0,975.57,2023-01-08 17:44:36
236206,CID00321,,1016.73,0.0,1016.73,2023-01-08 18:02:51
236207,CID00210,,23.13,0.0,23.13,2023-01-08 18:08:18
236208,CID00012,,838.89,0.0,838.89,2023-01-08 18:08:56
236209,CID00157,,130.76,0.0,130.76,2023-01-08 18:27:11
236210,CID00034,,102.68,0.0,102.68,2023-01-08 18:45:26
236211,CID00063,,795.3399999999999,0.0,795.3399999999999,2023-01-08 18:57:36
236213,CID00100,,450.46,0.0,450.46,2023-01-08 19:52:21
236214,CID00295,,643.49,0.0,643.49,2023-01-08 19:58:26
236215,CID00081,,1541.61,0.0,1541.61,2023-01-08 20:28:51
236216,CID00021,,1462.04,0.0,1462.04,2023-01-08 21:35:46
236218,CID00026,,975.57,0.0,975.57,2023-01-08 21:47:56
236219,CID00316,,424.64,0.0,424.64,2023-01-08 22:00:06
236220,CID00293,,746.22,0.0,746.22,2023-01-08 22:12:16
236221,CID00052,,53.23,0.0,53.23,2023-01-08 22:24:26
236222,CID00175,,1415.48,0.0,1415.48,2023-01-08 22:30:31
236223,CID00318,,90.07,0.0,90.07,2023-01-08 23:00:56
236224,CID00308,,254.82,0.0,254.82,2023-01-08 23:13:06
236225,CID00287,,130.76,0.0,130.76,2023-01-08 23:25:16
236226,CID00282,,746.22,0.0,746.22,2023-01-08 23:37:26
236227,CID00183,,283.05,0.0,283.05,2023-01-09 00:07:51
236228,CID00322,,1415.48,0.0,1415.48,2023-01-09 00:13:56
236229,CID00078,,591.75,0.0,591.75,2023-01-09 00:20:01
236230,CID00044,,71.45,0.0,71.45,2023-01-09 00:38:16
236231,CID00108,,591.78,0.0,591.78,2023-01-09 01:20:51
236232,CID00194,,452.81,0.0,452.81,2023-01-09 01:26:56
236233,CID00023,,975.57,0.0,975.57,2023-01-09 01:45:11
236234,CID00310,,349.79,0.0,349.79,2023-01-09 01:57:21
236235,CID00151,,423.95,0.0,423.95,2023-01-09 02:09:31
236236,CID00118,,102.68,0.0,102.68,2023-01-09 03:04:16
236237,CID00136,,539.1,0.0,539.1,2023-01-09 03:34:41
236238,CID00303,,257.15,0.0,257.15,2023-01-09 03:46:51
236239,CID00241,,254.82,0.0,254.82,2023-01-09 03:52:56
236240,CID00117,,735.33,0.0,735.33,2023-01-09 04:05:06
236242,CID00013,,42.45,0.0,42.45,2023-01-09 04:29:26
236243,CID00063,,286.86,0.0,286.86,2023-01-09 04:41:36
236244,CID00113,,286.86,0.0,286.86,2023-01-09 04:53:46
236245,CID00044,,257.38,0.0,257.38,2023-01-09 06:12:51
236246,CID00301,,975.57,0.0,975.57,2023-01-09 06:31:06
236247,CID00054,,52.74,0.0,52.74,2023-01-09 06:43:16
236248,CID00008,,642.69,0.0,642.69,2023-01-09 07:25:51
236249,CID00109,,310.37,0.0,310.37,2023-01-09 07:44:06
236250,CID00065,,463.04,0.0,463.04,2023-01-09 08:20:36
236251,CID00230,,975.57,0.0,975.57,2023-01-09 08:32:46
236252,CID00287,,134.42,0.0,134.42,2023-01-09 08:38:51
236253,CID00088,,23.13,0.0,23.13,2023-01-09 08:44:56
236254,CID00146,,286.86,0.0,286.86,2023-01-09 09:57:56
236255,CID00021,,254.82,0.0,254.82,2023-01-09 10:10:06
236256,CID00226,,1096.29,0.0,1096.29,2023-01-09 10:34:26
236259,CID00334,,71.45,0.0,71.45,2023-01-09 10:40:31
236260,CID00021,,1749.85,0.0,1749.85,2023-01-09 11:17:01
236262,CID00315,,736.18,0.0,736.18,2023-01-09 11:47:26
236263,CID00021,,496.01,0.0,496.01,2023-01-09 11:59:36
236265,CID00049,,465.7,0.0,465.7,2023-01-09 12:23:56
236266,CID00325,,243.25,0.0,243.25,2023-01-09 12:42:11
236267,CID00021,,787.18,0.0,787.18,2023-01-09 12:54:21
236268,CID00227,,179.67,0.0,179.67,2023-01-09 13:12:36
236269,CID00205,,1415.48,0.0,1415.48,2023-01-09 13:18:41
236270,CID00042,,295.49,0.0,295.49,2023-01-09 13:55:11
236271,CID00259,,257.38,0.0,257.38,2023-01-09 14:07:21
236272,CID00028,,736.18,0.0,736.18,2023-01-09 14:25:36
236273,CID00063,,383.51,0.0,383.51,2023-01-09 14:31:41
236274,CID00044,,449.95,0.0,449.95,2023-01-09 15:02:06
236276,CID00082,,975.57,0.0,975.57,2023-01-09 15:20:21
236277,CID00119,,66.87,0.0,66.87,2023-01-09 15:32:31
236278,CID00179,,189.91,0.0,189.91,2023-01-09 15:38:36
236279,CID00284,,195.72,0.0,195.72,2023-01-09 15:44:41
236281,CID00158,,373.21,0.0,373.21,2023-01-09 15:56:51
236282,CID00340,,270.02,0.0,270.02,2023-01-09 16:21:11
236283,CID00108,,43.73,0.0,43.73,2023-01-09 17:03:46
236284,CID00270,,309.99,0.0,309.99,2023-01-09 17:15:56
236286,CID00055,,128.45,0.0,128.45,2023-01-09 17:34:11
236287,CID00152,,174.76,0.0,174.76,2023-01-09 17:46:21
236288,CID00317,,792.76,0.0,792.76,2023-01-09 17:58:31
236290,CID00208,,51.22,0.0,51.22,2023-01-09 18:22:51
236291,CID00317,,515.67,0.0,515.67,2023-01-09 18:59:21
236292,CID00148,,23.13,0.0,23.13,2023-01-09 19:05:26
236293,CID00025,,475.89,0.0,475.89,2023-01-09 19:11:31
236294,CID00346,,528.05,0.0,528.05,2023-01-09 19:35:51
236296,CID00039,,257.04,0.0,257.04,2023-01-09 19:54:06
236297,CID00144,,396.15,0.0,396.15,2023-01-09 21:01:01
236298,CID00264,,300.85,0.0,300.85,2023-01-09 21:19:16
236299,CID00057,,975.57,0.0,975.57,2023-01-09 21:43:36
236300,CID00365,,460.5,0.0,460.5,2023-01-09 21:55:46
236301,CID00174,,747.0799999999999,0.0,747.0799999999999,2023-01-09 22:01:51
236303,CID00281,,257.38,0.0,257.38,2023-01-09 22:07:56
236304,CID00358,,1248.34,0.0,1248.34,2023-01-09 22:26:11
236305,CID00136,,254.82,0.0,254.82,2023-01-09 23:08:46
236306,CID00246,,339.75,0.0,339.75,2023-01-09 23:14:51
236307,CID00362,,257.15,0.0,257.15,2023-01-09 23:39:11
236308,CID00043,,396.15,0.0,396.15,2023-01-09 23:51:21
236309,CID00015,,359.84000000000003,0.0,359.84000000000003,2023-01-10 00:09:36
236311,CID00011,,308.65,0.0,308.65,2023-01-10 00:46:06
236312,CID00320,,463.15,0.0,463.15,2023-01-10 01:04:21
236313,CID00158,,975.57,0.0,975.57,2023-01-10 01:22:36
236314,CID00336,,300.85,0.0,300.85,2023-01-10 02:05:11
236315,CID00260,,23.13,0.0,23.13,2023-01-10 02:23:26
236316,CID00242,,348.53,0.0,348.53,2023-01-10 02:53:51
236317,CID00274,,174.78,0.0,174.78,2023-01-10 03:48:36
236318,CID00170,,463.15,0.0,463.15,2023-01-10 03:54:41
236319,CID00050,,197.55,0.0,197.55,2023-01-10 04:00:46
236320,CID00370,,673.8499999999999,0.0,673.8499999999999,2023-01-10 04:12:56
236323,CID00155,,465.7,0.0,465.7,2023-01-10 04:43:21
236324,CID00116,,185.71,0.0,185.71,2023-01-10 05:07:41
236325,CID00364,,388.81,0.0,388.81,2023-01-10 05:32:01
236326,CID00295,,515.67,0.0,515.67,2023-01-10 05:44:11
236327,CID00080,,1089.18,0.0,1089.18,2023-01-10 06:02:26
236330,CID00322,,243.25,0.0,243.25,2023-01-10 06:14:36
236331,CID00160,,711.59,0.0,711.59,2023-01-10 06:26:46
236332,CID00133,,254.82,0.0,254.82,2023-01-10 06:51:06
236333,CID00334,,169.86,0.0,169.86,2023-01-10 07:09:21
236334,CID00269,,134.42,0.0,134.42,2023-01-10 07:51:56
236335,CID00053,,864.63,0.0,864.63,2023-01-10 08:10:11
236336,CID00369,,130.76,0.0,130.76,2023-01-10 08:16:16
236337,CID00253,,1438.72,0.0,1438.72,2023-01-10 08:22:21
236339,CID00149,,1248.34,0.0,1248.34,2023-01-10 08:46:41
236340,CID00266,,1011.27,0.0,1011.27,2023-01-10 08:52:46
236342,CID00009,,310.14,0.0,310.14,2023-01-10 08:58:51
236344,CID00211,,588.77,0.0,588.77,2023-01-10 09:04:56
236345,CID00082,,703.05,0.0,703.05,2023-01-10 09:11:01
236348,CID00040,,398.95,0.0,398.95,2023-01-10 09:17:06
236349,CID00179,,189.91,0.0,189.91,2023-01-10 09:23:11
236350,CID00333,,385.82,0.0,385.82,2023-01-10 09:35:21
236351,CID00246,,253.33,0.0,253.33,2023-01-10 09:41:26
236352,CID00148,,320.35,0.0,320.35,2023-01-10 09:47:31
236353,CID00295,,1031.34,0.0,1031.34,2023-01-10 10:05:46
236355,CID00271,,308.65,0.0,308.65,2023-01-10 10:11:51
236356,CID00262,,370.64,0.0,370.64,2023-01-10 11:06:36
236358,CID00010,,617.0,0.0,617.0,2023-01-10 11:18:46
236359,CID00133,,174.76,0.0,174.76,2023-01-10 11:43:06
236360,CID00135,,463.15,0.0,463.15,2023-01-10 12:07:26
236361,CID00179,,635.01,0.0,635.01,2023-01-10 12:13:31
236364,CID00292,,368.04,0.0,368.04,2023-01-10 12:19:36
236365,CID00304,,179.38,0.0,179.38,2023-01-10 12:25:41
236366,CID00136,,127.05,0.0,127.05,2023-01-10 12:50:01
236367,CID00014,,295.49,0.0,295.49,2023-01-10 13:14:21
236368,CID00284,,690.43,0.0,690.43,2023-01-10 13:38:41
236370,CID00282,,130.76,0.0,130.76,2023-01-10 13:50:51
236371,CID00168,,51.46,0.0,51.46,2023-01-10 13:56:56
236372,CID00003,,1055.34,0.0,1055.34,2023-01-10 14:09:06
236373,CID00378,,308.65,0.0,308.65,2023-01-10 14:51:41
236374,CID00056,,515.67,0.0,515.67,2023-01-10 14:57:46
236375,CID00004,,161.98,0.0,161.98,2023-01-10 15:03:51
236376,CID00095,,388.81,0.0,388.81,2023-01-10 15:52:31
236377,CID00277,,479.29,0.0,479.29,2023-01-10 15:58:36
236379,CID00088,,1763.21,0.0,1763.21,2023-01-10 16:22:56
236380,CID00192,,319.14,0.0,319.14,2023-01-10 16:29:01
236381,CID00133,,508.15,0.0,508.15,2023-01-10 16:35:06
236383,CID00340,,23.14,0.0,23.14,2023-01-10 16:59:26
236384,CID00295,,617.5999999999999,0.0,617.5999999999999,2023-01-10 17:05:31
236386,CID00369,,515.67,0.0,515.67,2023-01-10 17:29:51
236387,CID00133,,508.15,0.0,508.15,2023-01-10 17:35:56
236389,CID00040,,286.35,0.0,286.35,2023-01-10 17:42:01
236390,CID00082,,254.82,0.0,254.82,2023-01-10 17:54:11
236391,CID00352,,100.38,0.0,100.38,2023-01-10 18:00:16
236392,CID00395,,508.51,0.0,508.51,2023-01-10 18:06:21
236394,CID00155,,581.35,0.0,581.35,2023-01-10 18:12:26
236396,CID00178,,386.08,0.0,386.08,2023-01-10 18:42:51
236397,CID00162,,548.06,0.0,548.06,2023-01-10 18:55:01
236399,CID00140,,229.07,0.0,229.07,2023-01-10 19:07:11
236400,CID00318,,515.67,0.0,515.67,2023-01-10 21:02:46
236401,CID00015,,285.77,0.0,285.77,2023-01-10 21:45:21
236402,CID00085,,30.63,0.0,30.63,2023-01-10 21:51:26
236403,CID00116,,617.0,0.0,617.0,2023-01-10 21:57:31
236404,CID00271,,515.67,0.0,515.67,2023-01-10 22:09:41
236405,CID00121,,254.82,0.0,254.82,2023-01-10 22:40:06
236406,CID00330,,196.89,0.0,196.89,2023-01-10 22:52:16
236407,CID00362,,286.86,0.0,286.86,2023-01-10 22:58:21
236408,CID00289,,692.4,0.0,692.4,2023-01-10 23:16:36
236409,CID00284,,130.76,0.0,130.76,2023-01-10 23:22:41
236410,CID00349,,463.31,0.0,463.31,2023-01-10 23:47:01
236411,CID00169,,374.5,0.0,374.5,2023-01-10 23:53:06
236412,CID00131,,257.38,0.0,257.38,2023-01-10 23:59:11
236413,CID00290,,196.89,0.0,196.89,2023-01-11 00:17:26
236414,CID00395,,336.95,0.0,336.95,2023-01-11 00:47:51
236415,CID00284,,193.03,0.0,193.03,2023-01-11 01:30:26
236416,CID00307,,196.89,0.0,196.89,2023-01-11 01:42:36
236417,CID00029,,1747.79,0.0,1747.79,2023-01-11 01:48:41
236418,CID00352,,376.32,0.0,376.32,2023-01-11 02:06:56
236420,CID00191,,130.76,0.0,130.76,2023-01-11 02:19:06
236421,CID00300,,171.56,0.0,171.56,2023-01-11 02:25:11
236422,CID00133,,254.82,0.0,254.82,2023-01-11 02:37:21
236423,CID00223,,482.4,0.0,482.4,2023-01-11 02:43:26
236425,CID00367,,501.89,0.0,501.89,2023-01-11 02:49:31
236427,CID00222,,548.06,0.0,548.06,2023-01-11 03:01:41
236429,CID00155,,143.84,0.0,143.84,2023-01-11 03:07:46
236430,CID00347,,531.15,0.0,531.15,2023-01-11 03:19:56
236432,CID00403,,787.18,0.0,787.18,2023-01-11 03:26:01
236433,CID00064,,167.03,0.0,167.03,2023-01-11 04:02:31
236434,CID00085,,90.32,0.0,90.32,2023-01-11 04:08:36
236435,CID00245,,197.55,0.0,197.55,2023-01-11 04:14:41
236436,CID00319,,196.89,0.0,196.89,2023-01-11 04:32:56
236437,CID00007,,437.51,0.0,437.51,2023-01-11 04:45:06
236438,CID00126,,463.07,0.0,463.07,2023-01-11 04:57:16
236439,CID00363,,787.18,0.0,787.18,2023-01-11 05:03:21
236440,CID00117,,174.76,0.0,174.76,2023-01-11 05:09:26
236441,CID00278,,308.86,0.0,308.86,2023-01-11 05:15:31
236442,CID00191,,72.28,0.0,72.28,2023-01-11 05:21:36
236443,CID00319,,437.57,0.0,437.57,2023-01-11 05:39:51
236444,CID00101,,257.38,0.0,257.38,2023-01-11 05:45:56
236445,CID00379,,171.56,0.0,171.56,2023-01-11 05:58:06
236446,CID00133,,254.82,0.0,254.82,2023-01-11 06:10:16
236447,CID00150,,162.17,0.0,162.17,2023-01-11 06:22:26
236448,CID00395,,336.95,0.0,336.95,2023-01-11 06:34:36
236449,CID00347,,241.19,0.0,241.19,2023-01-11 06:40:41
236450,CID00030,,411.83,0.0,411.83,2023-01-11 06:52:51
236451,CID00390,,383.51,0.0,383.51,2023-01-11 07:29:21
236452,CID00012,,1612.91,0.0,1612.91,2023-01-11 07:47:36
236454,CID00395,,308.65,0.0,308.65,2023-01-11 07:53:41
236455,CID00133,,715.3199999999999,0.0,715.3199999999999,2023-01-11 08:05:51
236457,CID00146,,643.49,0.0,643.49,2023-01-11 08:42:21
236458,CID00011,,592.01,0.0,592.01,2023-01-11 09:12:46
236459,CID00327,,383.51,0.0,383.51,2023-01-11 09:24:56
236460,CID00356,,736.18,0.0,736.18,2023-01-11 09:37:06
236461,CID00282,,975.57,0.0,975.57,2023-01-11 09:43:11
236462,CID00392,,218.51,0.0,218.51,2023-01-11 09:49:16
236463,CID00341,,439.91,0.0,439.91,2023-01-11 10:01:26
236464,CID00399,,161.98,0.0,161.98,2023-01-11 10:44:01
236465,CID00361,,794.59,0.0,794.59,2023-01-11 11:02:16
236466,CID00362,,286.86,0.0,286.86,2023-01-11 11:08:21
236467,CID00306,,735.05,0.0,735.05,2023-01-11 11:32:41
236468,CID00085,,102.38,0.0,102.38,2023-01-11 11:50:56
236469,CID00409,,380.94,0.0,380.94,2023-01-11 12:45:41
236470,CID00023,,290.61,0.0,290.61,2023-01-11 13:16:06
236471,CID00174,,189.91,0.0,189.91,2023-01-11 13:22:11
236472,CID00063,,735.05,0.0,735.05,2023-01-11 13:34:21
236473,CID00243,,1412.11,0.0,1412.11,2023-01-11 13:46:31
236475,CID00171,,348.53,0.0,348.53,2023-01-11 13:58:41
236476,CID00311,,465.7,0.0,465.7,2023-01-11 14:23:01
236477,CID00033,,588.77,0.0,588.77,2023-01-11 14:29:06
236478,CID00043,,463.31,0.0,463.31,2023-01-11 14:35:11
236479,CID00362,,787.18,0.0,787.18,2023-01-11 14:59:31
236480,CID00127,,638.28,0.0,638.28,2023-01-11 15:11:41
236481,CID00407,,33.21,0.0,33.21,2023-01-11 15:36:01
236482,CID00405,,286.86,0.0,286.86,2023-01-11 15:42:06
236483,CID00130,,161.98,0.0,161.98,2023-01-11 15:48:11
236484,CID00251,,348.53,0.0,348.53,2023-01-11 16:06:26
236485,CID00239,,197.43,0.0,197.43,2023-01-11 16:18:36
236486,CID00344,,179.38,0.0,179.38,2023-01-11 16:24:41
236487,CID00246,,498.21,0.0,498.21,2023-01-11 16:30:46
236488,CID00131,,975.57,0.0,975.57,2023-01-11 16:36:51
236489,CID00361,,171.56,0.0,171.56,2023-01-11 16:42:56
236490,CID00410,,286.86,0.0,286.86,2023-01-11 16:55:06
236491,CID00369,,384.31,0.0,384.31,2023-01-11 17:19:26
236492,CID00231,,463.31,0.0,463.31,2023-01-11 17:43:46
236493,CID00033,,329.22,0.0,329.22,2023-01-11 17:49:51
236494,CID00351,,592.01,0.0,592.01,2023-01-11 17:55:56
236495,CID00110,,975.57,0.0,975.57,2023-01-11 18:08:06
236496,CID00266,,720.71,0.0,720.71,2023-01-11 18:38:31
236497,CID00041,,254.82,0.0,254.82,2023-01-11 18:50:41
236498,CID00141,,1415.48,0.0,1415.48,2023-01-11 18:56:46
236499,CID00400,,349.79,0.0,349.79,2023-01-11 19:02:51
236500,CID00362,,787.18,0.0,787.18,2023-01-11 19:45:26
236501,CID00113,,189.91,0.0,189.91,2023-01-11 20:03:41
236502,CID00381,,197.55,0.0,197.55,2023-01-11 20:09:46
236503,CID00170,,197.55,0.0,197.55,2023-01-11 20:34:06
236504,CID00358,,231.59,0.0,231.59,2023-01-11 20:46:16
236505,CID00347,,989.87,0.0,989.87,2023-01-11 20:52:21
236507,CID00362,,254.82,0.0,254.82,2023-01-11 20:58:26
236508,CID00033,,190.45,0.0,190.45,2023-01-11 21:04:31
236509,CID00050,,1811.28,0.0,1811.28,2023-01-11 21:22:46
236512,CID00209,,298.33,0.0,298.33,2023-01-11 21:53:11
236513,CID00213,,257.38,0.0,257.38,2023-01-11 21:59:16
236514,CID00098,,130.76,0.0,130.76,2023-01-11 22:17:31
236515,CID00031,,491.31,0.0,491.31,2023-01-11 22:35:46
236516,CID00094,,75.97,0.0,75.97,2023-01-11 23:30:31
236517,CID00365,,720.71,0.0,720.71,2023-01-11 23:36:36
236518,CID00197,,130.76,0.0,130.76,2023-01-11 23:42:41
236519,CID00185,,1662.56,0.0,1662.56,2023-01-12 00:31:21
236521,CID00023,,133.68,0.0,133.68,2023-01-12 00:43:31
236522,CID00069,,975.57,0.0,975.57,2023-01-12 00:55:41
236523,CID00407,,71.3,0.0,71.3,2023-01-12 01:07:51
236524,CID00082,,1207.71,0.0,1207.71,2023-01-12 01:13:56
236525,CID00333,,96.53,0.0,96.53,2023-01-12 01:20:01
236526,CID00279,,1959.51,0.0,1959.51,2023-01-12 01:26:06
236528,CID00356,,97.27,0.0,97.27,2023-01-12 02:02:36
236529,CID00422,,435.78,0.0,435.78,2023-01-12 02:39:06
236530,CID00362,,254.82,0.0,254.82,2023-01-12 02:45:11
236531,CID00079,,318.24,0.0,318.24,2023-01-12 03:03:26
236533,CID00033,,240.25,0.0,240.25,2023-01-12 03:09:31
236535,CID00395,,694.71,0.0,694.71,2023-01-12 03:15:36
236537,CID00421,,975.57,0.0,975.57,2023-01-12 03:39:56
236538,CID00031,,90.59,0.0,90.59,2023-01-12 03:46:01
236539,CID00407,,33.21,0.0,33.21,2023-01-12 03:52:06
236540,CID00033,,95.01,0.0,95.01,2023-01-12 03:58:11
236541,CID00170,,254.82,0.0,254.82,2023-01-12 04:34:41
236542,CID00026,,975.57,0.0,975.57,2023-01-12 04:46:51
236543,CID00081,,980.46,0.0,980.46,2023-01-12 04:52:56
236544,CID00078,,130.76,0.0,130.76,2023-01-12 05:17:16
236545,CID00199,,638.28,0.0,638.28,2023-01-12 05:23:21
236546,CID00203,,386.06,0.0,386.06,2023-01-12 05:29:26
236547,CID00391,,739.81,0.0,739.81,2023-01-12 06:36:21
236548,CID00128,,975.57,0.0,975.57,2023-01-12 07:31:06
236549,CID00016,,516.8199999999999,0.0,516.8199999999999,2023-01-12 07:49:21
236551,CID00303,,197.55,0.0,197.55,2023-01-12 08:07:36
236552,CID00231,,617.52,0.0,617.52,2023-01-12 08:25:51
236553,CID00184,,72.28,0.0,72.28,2023-01-12 08:31:56
236554,CID00064,,479.03,0.0,479.03,2023-01-12 08:44:06
236555,CID00040,,203.04,0.0,203.04,2023-01-12 09:14:31
236557,CID00106,,386.06,0.0,386.06,2023-01-12 09:32:46
236558,CID00253,,72.28,0.0,72.28,2023-01-12 10:03:11
236559,CID00214,,23.13,0.0,23.13,2023-01-12 10:27:31
236560,CID00395,,72.28,0.0,72.28,2023-01-12 10:45:46
236561,CID00015,,491.31,0.0,491.31,2023-01-12 11:34:26
236562,CID00329,,130.76,0.0,130.76,2023-01-12 11:40:31
236563,CID00412,,975.57,0.0,975.57,2023-01-12 11:46:36
236564,CID00388,,72.28,0.0,72.28,2023-01-12 12:29:11
236565,CID00085,,638.28,0.0,638.28,2023-01-12 12:47:26
236566,CID00381,,859.73,0.0,859.73,2023-01-12 14:47:17
236567,CID00135,,1415.48,0.0,1415.48,2023-01-12 16:14:16
236568,CID00290,,43.73,0.0,43.73,2023-01-12 16:50:46
236569,CID00133,,43.73,0.0,43.73,2023-01-12 17:39:26
236570,CID00090,,52.74,0.0,52.74,2023-01-12 17:57:41
236571,CID00285,,42.45,0.0,42.45,2023-01-12 18:09:51
236572,CID00405,,72.28,0.0,72.28,2023-01-12 18:22:01
236573,CID00088,,52.74,0.0,52.74,2023-01-12 18:40:16
236574,CID00436,,43.73,0.0,43.73,2023-01-12 18:58:31
236575,CID00436,,59.18,0.0,59.18,2023-01-12 19:22:51
236576,CID00436,,74.03,0.0,74.03,2023-01-12 19:35:01
236577,CID00436,,59.18,0.0,59.18,2023-01-12 19:41:06
236578,CID00436,,74.39,0.0,74.39,2023-01-12 19:53:16
